,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
4513,Amedeo Modigliani,1918,portrait,Expressionism,Woman with a Green Necklace (Madame Menier),80828.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
4514,Thomas Eakins,1879,sketch and study,Realism,Sketch for Mr. Neelus Peeler0s Conditions ,67431.jpg,1860-1879,1860-1879,1900-1919,1920-1939,1920-1939,1920-1939,True,False,False,False,False,False
4515,Grant Wood,1924,landscape,Post-Impressionism,Vegetable Farm,89566.jpg,1920-1939,1880-1899,1900-1919,1880-1899,1880-1899,1920-1939,False,False,False,False,True,False
4516,Pyotr Konchalovsky,1949,portrait,Post-Impressionism,Margot is dancing,35222.jpg,1940-1959,1880-1899,1900-1919,1900-1919,1920-1939,1920-1939,False,False,False,False,False,False
4517,Alexej von Jawlensky,1910,landscape,Expressionism,Blauer Berg,8443.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
4518,Theophile Steinlen,1911,genre painting,Art Nouveau (Modern),Gamines Sortant de L'Ecole ,30275.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1880-1899,True,True,False,True,False,False
4519,Frederic Remington,1905,genre painting,Impressionism,The Smoke Signal,59071.jpg,1900-1919,1860-1879,1860-1879,1900-1919,1940-1959,1940-1959,False,False,True,False,False,False
4520,Larry Zox,1975,abstract,Hard Edge Painting,Untitled,39039.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4521,Rene Magritte,1948,genre painting,Surrealism,The lost jockey,91856.jpg,1940-1959,1860-1879,1900-1919,1900-1919,1880-1899,1920-1939,False,False,False,False,False,False
4522,Gene Davis,1958,abstract,Minimalism,Peach Glow,61048.jpg,1940-1959,1960-1979,1960-1979,1940-1959,1960-1979,1960-1979,False,False,True,False,False,False
4523,Gosta Adrian-Nilsson,1950,abstract,Cubism,Komposition,73335.jpg,1940-1959,1900-1919,1900-1919,1900-1919,1900-1919,1960-1979,False,False,False,False,False,False
4524,Ilya Repin,1910,genre painting,Impressionism,The yield on the Red Porch,16939.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,1880-1899,False,True,True,True,False,False
4525,George Bouzianis,1917,self-portrait,Expressionism,Self-Portrait,22808.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,True,True,True,False,True,False
4526,Konstantin Korovin,1897,cityscape,Impressionism,Arkhangelsk ,53664.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1880-1899,1860-1879,False,False,True,True,False,False
4527,Corneliu Baba,1971,self-portrait,Expressionism,Self-Portrait with Red Fez,48320.jpg,1960-1979,1900-1919,1960-1979,1880-1899,1880-1899,1860-1879,False,True,False,False,False,False
4528,Koloman Moser,1898,design,Art Nouveau (Modern),Backhausen Interior Texiles for the Bristol Hotel in Bolzano,37114.jpg,1880-1899,1900-1919,1980-1999,1940-1959,1960-1979,1960-1979,False,False,False,False,False,False
4529,James Charles,1887,portrait,Realism,Will It Rain?,17622.jpg,1880-1899,1860-1879,1900-1919,1900-1919,1900-1919,1880-1899,False,False,False,False,True,False
4530,Vincent van Gogh,1882,genre painting,Realism,Digger,1344.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
4531,Jean-Leon Gerome,1879,genre painting,Orientalism,A Muezzin Calling from the Top of a Minaret the Faithful to Prayer,13042.jpg,1860-1879,1860-1879,1900-1919,1920-1939,1960-1979,1860-1879,True,False,False,False,True,False
4532,John Singer Sargent,1906,genre painting,Impressionism,Bedouin Camp ,64094.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1900-1919,1900-1919,False,True,False,True,True,False
4533,Dieter Roth,1962,,Concretism,Stupidogramm,38105.jpg,1960-1979,1960-1979,1960-1979,1940-1959,1960-1979,1960-1979,True,True,False,True,True,False
4534,Paul Jacoulet,1936,portrait,Ukiyo-e,Joruri Singer,83047.jpg,1920-1939,1940-1959,1900-1919,1920-1939,1920-1939,1920-1939,False,False,True,True,True,False
4535,Gino Severini,1912,abstract,Futurism,Dancer in Pigalle,28151.jpg,1900-1919,1900-1919,1940-1959,1920-1939,1920-1939,1920-1939,True,False,False,False,False,False
4536,Robert Henri,1915,nude painting (nu),American Realism,The Model Nude,11961.jpg,1900-1919,1860-1879,1860-1879,1920-1939,1920-1939,1860-1879,False,False,False,False,False,False
4537,Fernand Leger,1947,design,Naïve Art (Primitivism),Model for the mosaic of the Church of Our Lady of All Graces,2908.jpg,1940-1959,1940-1959,1960-1979,1940-1959,1940-1959,1900-1919,True,False,True,True,False,False
4538,Konstantin Korovin,1905,landscape,Impressionism,Corner of the province (Street in Pereslavl) ,16231.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1900-1919,1860-1879,False,True,True,True,False,False
4539,Vladimir Makovsky,1878,genre painting,Realism,A Private Conversation,14877.jpg,1860-1879,1860-1879,1900-1919,1860-1879,1900-1919,1880-1899,True,False,True,False,False,False
4540,Clarence Holbrook Carter,1968,abstract,Abstract Expressionism,Mandala No. 2 ,23100.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1920-1939,1940-1959,True,True,True,False,False,False
4541,Theodoros Stamos,1957,abstract,Color Field Painting,Olympia Sun-Box,78947.jpg,1940-1959,1960-1979,1960-1979,1960-1979,1960-1979,1980-1999,False,False,False,False,False,False
4542,Ilya Mashkov,1939,flower painting,Realism,Bouquet in a glass vessel,11390.jpg,1920-1939,1920-1939,1980-1999,1880-1899,1880-1899,1880-1899,True,False,False,False,False,False
4543,El Lissitzky,1922,design,Constructivism,Proun 19D,72436.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1900-1919,1940-1959,True,False,False,False,False,False
4544,Gene Davis,1965,abstract,Color Field Painting,Boudoir Painting,57643.jpg,1960-1979,1940-1959,1960-1979,1960-1979,1940-1959,1980-1999,False,True,True,False,False,False
4545,Charles Lapicque,1972,poster,Pop Art,Olympische Spiele Munchen,58673.jpg,1960-1979,1940-1959,1960-1979,1940-1959,1940-1959,1980-1999,False,True,False,False,False,False
4546,Rodolfo Arico,1973,abstract,Abstract Expressionism,Untitled,88093.jpg,1960-1979,1920-1939,1900-1919,1960-1979,1960-1979,1960-1979,False,False,True,True,True,False
4547,Charles Lapicque,1959,landscape,Fauvism,Lagune bretonne,37050.jpg,1940-1959,1940-1959,1900-1919,1960-1979,1960-1979,1960-1979,True,False,False,False,False,False
4548,Gustave Courbet,1870,landscape,Realism,The Cliffs at Etretat after the storm,95559.jpg,1860-1879,1880-1899,1900-1919,1920-1939,1880-1899,1880-1899,False,False,False,False,False,False
4549,Friedel Dzubas,1975,abstract,Lyrical Abstraction,Purple Gate,37679.jpg,1960-1979,1960-1979,1900-1919,1940-1959,1960-1979,1920-1939,True,False,False,True,False,False
4550,Pyotr Konchalovsky,1912,portrait,Expressionism,Family Portrait (Siena),60285.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1900-1919,1880-1899,True,True,False,True,False,False
4551,Alekos Kontopoulos ,1939,portrait,Expressionism,Head,28443.jpg,1920-1939,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,False,True,False,False,False,False
4552,Isaac Levitan,1891,sketch and study,Realism,By the whirlpool,41955.jpg,1880-1899,1940-1959,1860-1879,1920-1939,1880-1899,1860-1879,False,False,False,True,False,False
4553,Bruno Munari,1957,abstract,Concretism,Untitled,32323.jpg,1940-1959,1940-1959,1960-1979,1960-1979,1960-1979,1960-1979,True,False,False,False,False,False
4554,Charles Sheeler,1922,cityscape,Precisionism,Skyscrapers,67980.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,True,False,True,False,True,False
4555,Max Meldrum,1925,landscape,Tonalism,"Shadows, landscape with trees",73049.jpg,1920-1939,1880-1899,1900-1919,1880-1899,1900-1919,1860-1879,False,False,False,False,False,False
4556,James Tissot,1896,religious painting,Symbolism,The Miracle of the Loaves and Fishes,24658.jpg,1880-1899,1900-1919,1900-1919,1920-1939,1900-1919,1920-1939,False,False,False,False,False,False
4557,Bradley Walker Tomlin,1953,abstract,Abstract Expressionism,Number 7 ,2243.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1940-1959,1960-1979,True,False,True,True,False,False
4558,Henri de Toulouse-Lautrec,1901,genre painting,Art Nouveau (Modern),Messaline,46963.jpg,1900-1919,1880-1899,1900-1919,1920-1939,1920-1939,1940-1959,False,True,False,False,False,False
4559,Odilon Redon,1885,genre painting,Symbolism,A madman in a dismal landscape,12220.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1860-1879,1900-1919,True,False,True,False,False,False
4560,Aubrey Beardsley,1893,design,Art Nouveau (Modern),Cover and spine 1893,49076.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1960-1979,1960-1979,False,False,True,False,False,False
4561,Morning at Canoe Place,1896,landscape,Impressionism,Beach Scene,9413.jpg,1880-1899,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,True,True,False,True,True,False
4562,Leon Bakst,1912,design,Art Nouveau (Modern),Le dieu bleu a pilgrim  ,85176.jpg,1900-1919,1900-1919,1980-1999,1920-1939,1900-1919,1940-1959,True,False,False,True,False,False
4563,Aleksey Savrasov,1880,landscape,Realism,Summer landscape. Pines,101990.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1860-1879,True,False,True,True,False,False
4564,George Luks,1919,landscape,Expressionism,Boulders on a Riverbank,78381.jpg,1900-1919,1860-1879,1980-1999,1900-1919,1900-1919,1900-1919,False,False,True,True,True,False
4565,Boris Kustodiev,1917,sketch and study,Realism,A Soldier with a Rifle,73893.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1900-1919,1920-1939,True,True,False,True,False,False
4566,Jean Metzinger,1924,still life,Purism,La Roulette ,85393.jpg,1920-1939,1980-1999,1920-1939,1940-1959,1940-1959,1940-1959,False,True,False,False,False,False
4567,Boris Kustodiev,1924,illustration,Realism,From the books of Vsevolod Voinov. Bookplate,76981.jpg,1920-1939,1920-1939,1960-1979,1900-1919,1920-1939,1900-1919,True,False,False,True,False,False
4568,Lajos Kassak,1925,figurative,Dada,Collage II ,2692.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1940-1959,True,False,True,True,False,False
4569,Marc Chagall,1963,symbolic painting,Naïve Art (Primitivism),Offering,92463.jpg,1960-1979,1920-1939,1900-1919,1920-1939,1960-1979,1940-1959,False,False,False,True,False,False
4570,Konstantin Somov,1902,design,Symbolism,Exlibris of V. Loboykov,51435.jpg,1900-1919,1900-1919,1960-1979,1900-1919,1880-1899,1960-1979,True,False,True,False,False,False
4571,Georges Braque,1919,still life,Cubism,Still Life with Guitar,2927.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,1920-1939,False,True,True,True,False,False
4572,Walter Crane,1893,illustration,Neo-Romanticism,Declaration of Independence,13280.jpg,1880-1899,1880-1899,1980-1999,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
4573,Kurt Schwitters,1947,figurative,Dada,For Kate,81163.jpg,1940-1959,1880-1899,1980-1999,1940-1959,1920-1939,1940-1959,False,False,True,False,True,False
4574,Edgar Degas,1880,genre painting,Impressionism,Dancer on Stage,88433.jpg,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,True,True,True,True,True,True
4575,Frida Kahlo,1940,self-portrait,Naïve Art (Primitivism),Self Portrait with Necklace of Thorns,91638.jpg,1940-1959,1880-1899,1980-1999,1940-1959,1880-1899,1900-1919,False,False,True,False,False,False
4576,Qi Baishi,1944,flower painting,Ink and wash painting,The branch of wisteria ,96068.jpg,1940-1959,1940-1959,1940-1959,1940-1959,1940-1959,1940-1959,True,True,True,True,True,True
4577,Mario Nigro,1953,abstract,Op Art,Spazio totale,25447.jpg,1940-1959,1960-1979,1980-1999,1940-1959,1960-1979,1920-1939,False,False,True,False,False,False
4578,Nicolas de Staël,1954,nude painting (nu),Art Informel,Nu couché,28769.jpg,1940-1959,1940-1959,1920-1939,1960-1979,1940-1959,1920-1939,True,False,False,True,False,False
4579,Andre Dunoyer de Segonzac,1927,nude painting (nu),Impressionism,La Cure de Soleil,97017.jpg,1920-1939,1880-1899,1900-1919,1900-1919,1900-1919,1860-1879,False,False,False,False,False,False
4580,Theo van Rysselberghe,1890,portrait,Pointillism,Portrait of Madame Charles Maus,3982.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1900-1919,1880-1899,True,False,True,False,True,False
4581,Lesser Ury,1925,cityscape,Impressionism,Tiergartenallee mit Siegessäule,89843.jpg,1920-1939,1860-1879,1900-1919,1880-1899,1880-1899,1860-1879,False,False,False,False,False,False
4582,Yamamura Toyonari,1922,yakusha-e,Shin-hanga,Bando Mitsugoro VII as the Mute in Sannin-Katawa,95106.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1940-1959,True,True,True,True,False,False
4583,Pablo Picasso,1901,genre painting,Post-Impressionism,The Fourteenth of July,1674.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
4584,Wladyslaw Strzeminski,1932,cityscape,Expressionism,Łódź Landscape,93161.jpg,1920-1939,1960-1979,1980-1999,1920-1939,1960-1979,1900-1919,False,False,True,False,False,False
4585,Childe Hassam,1885,cityscape,Impressionism,Columbus Avenue Rainy Day,29988.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,True,False,False,True,False,False
4586,Edna Andrade,1964,abstract,Op Art,Color Motion 4-64,68883.jpg,1960-1979,1960-1979,1960-1979,1920-1939,1960-1979,1960-1979,True,True,False,True,True,False
4587,Louis Comfort Tiffany,1897,design,Art Nouveau (Modern),Window,30759.jpg,1880-1899,1900-1919,1980-1999,1880-1899,1920-1939,1940-1959,False,False,True,False,False,False
4588,Paul Cezanne,1870,genre painting,Romanticism,A Modern Olympia,63092.jpg,1860-1879,1860-1879,1900-1919,1860-1879,1900-1919,1940-1959,True,False,True,False,False,False
4589,Tsuguharu Foujita,1947,nude painting (nu),Expressionism,夢 (Dream),93382.jpg,1940-1959,1940-1959,1900-1919,1940-1959,1880-1899,1900-1919,True,False,True,False,False,False
4590,Serge Sudeikin,1914,portrait,Expressionism,Portrait of Leonide Massine in “The Legend of Joseph” ,84411.jpg,1900-1919,1920-1939,1920-1939,1940-1959,1900-1919,1900-1919,False,False,False,True,True,False
4591,Fernand Leger,1951,design,Purism,Sacred Heart of Audincourt,21565.jpg,1940-1959,1940-1959,1940-1959,1940-1959,1940-1959,1940-1959,True,True,True,True,True,True
4592,Koloman Moser,1895,illustration,Art Nouveau (Modern),Happy editing. Illustration with self-portrait.,15569.jpg,1880-1899,1900-1919,1900-1919,1920-1939,1900-1919,1900-1919,False,False,False,False,False,False
4593,Robert Spencer,1917,cityscape,Impressionism,A Fisherman's House ,84707.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
4594, Wassily Kandinsky,1928,abstract,Abstract Art,Black-Red,53958.jpg,1920-1939,1980-1999,1980-1999,1960-1979,1960-1979,1940-1959,False,False,False,False,False,False
4595,James Hamilton,1875,marina,Romanticism,Delaware Bay ,716.jpg,1860-1879,1900-1919,1860-1879,1860-1879,1860-1879,1860-1879,False,True,True,True,True,False
4596,Ralph Rosenborg,1967,abstract,Abstract Expressionism,Flower Garden,36174.jpg,1960-1979,1940-1959,1980-1999,1960-1979,1960-1979,1880-1899,False,False,True,True,False,False
4597,Vasily Surikov,1879,portrait,Realism,Blackbearded old man,28972.jpg,1860-1879,1880-1899,1900-1919,1900-1919,1900-1919,1880-1899,False,False,False,False,False,False
4598,Konstantin Korovin,1894,genre painting,Impressionism,An Artist`s Studio,78890.jpg,1880-1899,1860-1879,1900-1919,1900-1919,1880-1899,1880-1899,False,False,False,True,True,False
4599,Amadeo de Souza-Cardoso,1913,genre painting,Cubism,Corpus Christi procession,67232.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
4600,Konstantin Makovsky,1896,history painting,Romanticism,Appeal of Minin,95140.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,1860-1879,False,False,True,False,False,False
4601,Mark Rothko,1949,abstract,Color Field Painting,Untitled,50175.jpg,1940-1959,1960-1979,1980-1999,1940-1959,1960-1979,1980-1999,False,False,True,False,False,False
4602,Gustave Caillebotte,1878,cityscape,Impressionism,"Roof under the Snow, Paris",67491.jpg,1860-1879,1880-1899,1900-1919,1900-1919,1920-1939,1860-1879,False,False,False,False,True,False
4603,Albert Anker,1879,genre painting,Realism,Der Quacksalber,62615.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1920-1939,False,False,False,False,False,False
4604,Jean Helion,1939,genre painting,Expressionism,Au cycliste,75150.jpg,1920-1939,1940-1959,1920-1939,1920-1939,1920-1939,1940-1959,False,True,True,True,False,False
4605,Ilya Mashkov,1923,still life,Realism,Still life with strawberries. Cherry and blue pitcher,59036.jpg,1920-1939,1900-1919,1900-1919,1860-1879,1920-1939,1880-1899,False,False,False,True,False,False
4606,Pierre Puvis de Chavannes,1869,religious painting,Symbolism,Mary Magdalene in the Desert,73572.jpg,1860-1879,1880-1899,1860-1879,1880-1899,1900-1919,1920-1939,False,True,False,False,False,False
4607,Lajos Kassak,1926,abstract,Constructivism,Equilibrium,71659.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1920-1939,1940-1959,True,True,True,True,False,False
4608,Pierre-Auguste Renoir,1909,portrait,Impressionism,Head of a Woman in Red,1591.jpg,1900-1919,1880-1899,1920-1939,1900-1919,1900-1919,1900-1919,False,False,True,True,True,False
4609,Amrita Sher-Gil,1936,genre painting,Post-Impressionism,The Child Bride,38568.jpg,1920-1939,1920-1939,1900-1919,1880-1899,1920-1939,1860-1879,True,False,False,True,False,False
4610,Robert Henri,1916,portrait,American Realism,"Mexican Girl, Maria",42790.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1880-1899,True,True,False,True,False,False
4611,Theodor Aman,1885,genre painting,Impressionism,Costume Party in the Workshop,81445.jpg,1880-1899,1900-1919,1900-1919,1920-1939,1880-1899,1880-1899,False,False,False,True,True,False
4612,Pierre-Auguste Renoir,1909,portrait,Impressionism,Young Girl in Blue (Head of a Blond Woman),3568.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1900-1919,False,True,True,False,True,False
4613,Walter Sickert,1888,genre painting,Impressionism,Sketch of a female figure ,42723.jpg,1880-1899,1920-1939,1900-1919,1920-1939,1900-1919,1900-1919,False,False,False,False,False,False
4614,Konstantin Bogaevsky,1922,landscape,Symbolism,Old town,80556.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1900-1919,1860-1879,True,False,True,False,False,False
4615,John Atkinson Grimshaw,1877,portrait,Impressionism,Blue Belle,82226.jpg,1860-1879,1860-1879,1900-1919,1900-1919,1900-1919,1860-1879,True,False,False,False,True,False
4616,Mihaly Munkacsy,1873,genre painting,Realism,Churning Woman,84355.jpg,1860-1879,1860-1879,1920-1939,1880-1899,1860-1879,1880-1899,True,False,False,True,False,False
4617,Zao Wou-Ki,1956,abstract,Art Informel,Untitled,4785.jpg,1940-1959,1960-1979,1980-1999,1960-1979,1960-1979,1960-1979,False,False,False,False,False,False
4618,Anne Truitt,1975,abstract,Minimalism,Arundel XXXIV,19567.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4619,Samuel Mutzner,1929,flower painting,Impressionism,Chrysanthemums in Japanese Vase,33693.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1880-1899,1900-1919,True,False,False,False,False,False
4620,Arturo Souto,1937,genre painting,Expressionism,War Scene,102293.jpg,1920-1939,1920-1939,1900-1919,1860-1879,1900-1919,1860-1879,True,False,False,False,False,False
4621,Shotei Takahashi,1924,animal painting,Shin-hanga,Tama,44375.jpg,1920-1939,1920-1939,1920-1939,1940-1959,1960-1979,1960-1979,True,True,False,False,False,False
4622,Louis Comfort Tiffany,1873,genre painting,Post-Impressionism,Market Day ,98748.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1860-1879,False,False,False,False,True,False
4623,Konstantin Korovin,1898,interior,Impressionism,At Senezhskom Lake ,21898.jpg,1880-1899,1900-1919,1900-1919,1920-1939,1900-1919,1920-1939,False,False,False,False,False,False
4624,Henri de Toulouse-Lautrec,1893,genre painting,Post-Impressionism,The Theater Box with the Gilded Mask,6983.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,True,False,False,True,True,False
4625,Nicholas Roerich,1933,landscape,Symbolism,Tibet. Himalayas.,68108.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
4626,Andrei Ryabushkin,1895,mythological painting,Romanticism,Svyatogor,42419.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1940-1959,1920-1939,True,False,False,False,False,False
4627,Max Ernst,1934,illustration,Surrealism,"Illustration to ""A Week of Kindness""",83387.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
4628,George Stefanescu-Ramnic ,1971,religious painting,Expressionism,Flying Man’s Garden ,29128.jpg,1960-1979,1860-1879,1980-1999,1960-1979,1960-1979,1980-1999,False,False,True,True,False,False
4629,Vincent van Gogh,1887,sketch and study,Post-Impressionism,Park View,84633.jpg,1880-1899,1880-1899,1900-1919,1920-1939,1900-1919,1900-1919,True,False,False,False,False,False
4630,Lilla Cabot Perry,1890,genre painting,Impressionism,Open Air Concert ,79508.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1900-1919,1860-1879,True,False,True,False,False,False
4631,Jack Bush,1943,landscape,Post-Impressionism,"Tinton’s Farm, Hogg’s Hollow, Toronto ",83739.jpg,1940-1959,1900-1919,1900-1919,1920-1939,1920-1939,1940-1959,False,False,False,False,True,False
4632,Alfred Wallis,1934,marina,Naïve Art (Primitivism),The Blue Ship ,84253.jpg,1920-1939,1940-1959,1920-1939,1920-1939,1920-1939,1940-1959,False,True,True,True,False,False
4633,William Turnbull,1953,abstract,Abstract Expressionism,Head,94134.jpg,1940-1959,1940-1959,1960-1979,1940-1959,1940-1959,1880-1899,True,False,True,True,False,False
4634,Istvan Farkas,1934,genre painting,Expressionism,Fate (Walking at the Water Tower),5802.jpg,1920-1939,1900-1919,1900-1919,1920-1939,1920-1939,1900-1919,False,False,True,True,False,False
4635,Gene Davis,1968,abstract,Hard Edge Painting,Micro-Painting,58300.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
4636,Sam Francis,1982,abstract,Abstract Expressionism,Untitled (EXP-SF-58-08-82),101784.jpg,1980-1999,1940-1959,1980-1999,1940-1959,1940-1959,1920-1939,False,True,False,False,False,False
4637,Pavel Filonov,1894,cityscape,Naïve Art (Primitivism),A Small House in Moscow,19933.jpg,1880-1899,1900-1919,1920-1939,1920-1939,1900-1919,1960-1979,False,False,False,False,False,False
4638,Victor Brauner,1960,portrait,Surrealism,Hypnotic Rupture,1550.jpg,1960-1979,1940-1959,1900-1919,1920-1939,1900-1919,1980-1999,False,False,False,False,False,False
4639,Paul Cezanne,1880,portrait,Post-Impressionism,Portrait of Louis Guillaume,71069.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1900-1919,1920-1939,False,False,True,False,False,False
4640,George Henry,1885,pastorale,Impressionism,Noon,102226.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1900-1919,1880-1899,False,False,False,False,True,False
4641,Rudolf Schweitzer-Cumpana,1943,still life,Impressionism,"Still Life with Siphon, Grinder and Hot Pepper",34661.jpg,1940-1959,1880-1899,1960-1979,1880-1899,1880-1899,1900-1919,False,False,False,False,False,False
4642,Paul Cezanne,1881,self-portrait,Post-Impressionism,Self-portrait in front of olive wallpaper,84011.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1920-1939,1920-1939,True,False,True,False,False,False
4643,Max Ernst,1934,illustration,Surrealism,"Illustration to ""A Week of Kindness""",54103.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1860-1879,1920-1939,True,False,True,False,True,False
4644,Jean-Leon Gerome,1886,self-portrait,Academicism,Self-Portrait,62792.jpg,1880-1899,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
4645,Oskar Kokoschka,1912,nude painting (nu),Expressionism,Double Nude: Two Women ,93578.jpg,1900-1919,1940-1959,1900-1919,1960-1979,1900-1919,1940-1959,False,True,False,True,False,False
4646,Nicolae Vermont,1903,genre painting,Realism,"Închinarea păstorilor, cu motivele satului românesc",37054.jpg,1900-1919,1900-1919,1920-1939,1900-1919,1900-1919,1860-1879,True,False,True,True,False,False
4647,Francis Picabia,1922,abstract,Dada,Junelle,39005.jpg,1920-1939,1920-1939,1920-1939,1960-1979,1920-1939,1920-1939,True,True,False,True,True,False
4648,Vincent van Gogh,1889,genre painting,Post-Impressionism,The Reaper after Millet,2291.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,True,False,True,True,False,False
4649,Janos Mattis-Teutsch,1919,abstract,Abstract Art,Composition,60878.jpg,1900-1919,1920-1939,1980-1999,1920-1939,1920-1939,1920-1939,False,False,False,False,False,False
4650,Ivan Kramskoy,1883,portrait,Realism,Portrait of a woman,72249.jpg,1880-1899,1860-1879,1900-1919,1860-1879,1860-1879,1860-1879,False,False,False,False,False,False
4651,Mary Cassatt,1879,genre painting,Impressionism,Mother Combing Her Child's Hair,3456.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1900-1919,1880-1899,False,False,False,False,False,False
4652,Mark Rothko,1956,abstract,Color Field Painting,Untitled (Red),96309.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1960-1979,1980-1999,True,False,True,False,False,False
4653,Konstantin Korovin,1905,cityscape,Impressionism,Cafe in Yalta,30526.jpg,1900-1919,1880-1899,1900-1919,1920-1939,1860-1879,1860-1879,False,True,False,False,False,False
4654,Pablo Picasso,1907,nude painting (nu),Naïve Art (Primitivism),Female bust,51704.jpg,1900-1919,1940-1959,1900-1919,1900-1919,1920-1939,1940-1959,False,True,True,False,False,False
4655,Claude Monet,1901,cityscape,Impressionism,Waterloo Bridge,40858.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1860-1879,True,True,False,True,False,False
4656,James Ensor,1882,portrait,Impressionism,The Oyster Eater,34128.jpg,1880-1899,1880-1899,1900-1919,1920-1939,1900-1919,1880-1899,True,False,False,False,True,False
4657,Ilya Repin,1880,portrait,Realism,Ukrainian peasant,62817.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1860-1879,1880-1899,True,False,True,False,True,False
4658,Henri de Toulouse-Lautrec,1894,genre painting,Art Nouveau (Modern),The Salon in the Rue des Moulins,25028.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
4659,Rene Magritte,1964,symbolic painting,Surrealism,The fine idea,94769.jpg,1960-1979,1880-1899,1900-1919,1940-1959,1940-1959,1880-1899,False,False,False,False,False,False
4660,Camille Pissarro,1902,cityscape,Impressionism,"Square du Vert Galant, Sunny Morning",55081.jpg,1900-1919,1900-1919,1880-1899,1900-1919,1860-1879,1880-1899,True,False,True,False,False,False
4661,Asgrimur Jonsson,1945,landscape,Post-Impressionism,"From Húsafell, Mt. Strútur, West Iceland",100501.jpg,1940-1959,1920-1939,1980-1999,1920-1939,1960-1979,1920-1939,False,False,False,False,False,False
